role_competency_id,role_id,competency_id,proficiency_level,is_required
7606ee06-6f70-4ec5-96b9-eed9ea0f0818,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,858eacbd-2a25-4a5c-8aec-3f188846758f,Required,True
a78e144d-24a5-4b0b-bce2-73c1ce2f0843,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,cfb0cae4-6999-46e8-94b7-c153b664e71c,Required,True
097e8fa0-8a93-458f-b21b-0e48d924a50b,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,93dca835-9489-44a2-87da-59377257207b,Required,True
74466a27-98a5-4e52-9055-06a43da0f1fe,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,fafd66eb-3b07-46b3-b0a2-b68f8ed97450,Required,True
a770b45a-08bb-40ac-b63b-deb23f1bdd55,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,2ff87539-c09e-40b8-9c17-1fa3dd6e086d,Required,True
172b97f5-b622-4339-bb82-dca3304d3814,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,a3f5dd47-d7a9-4cb8-88f4-12200e9c0feb,Required,True
b7a47ba4-17c5-4e75-a878-69b7391504ca,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,59ff02b2-fea7-4a19-b448-4b8c27399a7f,Required,True
bdd9f4fe-a37d-4d55-8ff3-cd3b1032725f,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,b8052df1-2a27-4c7e-b2ae-813e6a5fa5e1,Required,True
04995109-df20-42c2-a92a-ed4d17092fef,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,03b0eeba-e316-4d9b-890b-ea9509a15101,Required,True
152bbeef-35fb-47ce-9084-3877a90feebf,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,dec81315-511a-44d3-8219-20678b2d2b4b,Required,True
720d7bbe-6900-4755-aa83-df46e617fe8e,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,d9e4b93a-3b09-4bde-86a5-abec222cba98,Required,True
ca394237-98e4-48e9-b525-2459934995a5,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,5a24e41c-31c8-42e2-8170-a963f1ca986c,Required,True
06ce7e0d-20d4-4391-a6ea-b9a855e231cb,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,38ce2b4d-0384-4039-b145-9ccc4464e64e,Required,True
4c3eec3e-79c1-4687-b541-86f300ab870f,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,a512ce5e-b59d-4160-95da-5b6f0de2f65f,Required,True
dc5d3cc4-4564-4b00-9c59-0db6aef21c78,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,60713ee0-6413-4bd4-9140-2bf2d9652c82,Required,True
75237504-c967-4dc8-9536-435dfd75c657,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,09138874-6d82-47ba-a736-f097e057475e,Required,True
cb360695-64f1-4b8f-92c1-a60d2b17d281,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,26e0b80d-ba14-4418-ac2e-f42a14bda8f8,Required,True
6fbdecef-b37f-4c35-a9f3-ef558f3bdb62,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,02bf122f-a4b8-413d-825c-be2a08216852,Required,True
c2b02a98-a209-42d9-a56f-5af348b5b494,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,220cc77c-0af1-4692-9e28-e9c7ed085242,Required,True
c6cd9aed-67b9-4678-8072-e5bfa873bebe,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,d1958d2d-f7f2-4e3b-a909-a9a71ac4b9ea,Required,True
af86e35d-3047-4c55-934f-a5d27fdbde18,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,463c26b1-3a8e-4b98-af4d-35188196d213,Required,True
377e43a7-8a31-43e9-a9b9-c9706b48f3a3,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,2125a1eb-5bd5-41a7-80e8-809da8c19a98,Required,True
3e76984b-b774-44cd-af26-ae875bca7299,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,a71edd4f-9c16-4210-8046-f8ef1c208699,Required,True
1fe31508-ff07-4c6a-945a-c726ead23f68,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,eeb76dd4-9ade-4b45-be0e-0032eafabfb7,Required,True
351f7653-1090-41c3-9b51-26554e1b31ba,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,74fe7bfc-7841-49fd-a414-82f8fadedd3b,Required,True
66c09e7f-9e66-4e66-95ee-d01cb31acb11,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,8ef064c5-814b-43bb-9800-ab891a30cd87,Required,True
b7baf4b3-7d05-4efd-b4e3-e32999d7f309,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,f10dc51d-d5c7-4950-a610-1513e979c4b5,Required,True
2c71e880-fd5f-44f8-af55-eff09d8e5103,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,042d0b58-fc3f-4634-8a66-6dfa50ecc801,Required,True
683798b3-ce52-4ae4-a678-28f3fa435c15,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,5ce9ede4-b72c-4ba0-93f4-fd004eaff5c9,Required,True
e4684660-4d42-4874-b9c9-c8f7e4792b69,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,2e1568ce-d596-40a3-ba0f-ff64146d6cda,Required,True
22ce6ef8-8a96-4c8e-bf5f-ca3d08ff6106,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,baf762ab-cece-4d3e-b4ba-9af3abb54f83,Required,True
c0afc6b6-029a-4e3b-8c26-137f610cbb22,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,9f4e90cc-2a4c-4198-a8b7-6187ce5dab83,Required,True
c41cc53a-bb0e-45df-83ff-e8dde3273083,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,eda5e207-7d7a-4fd1-ba56-bf8a73eda0e9,Required,True
f2cba055-674d-4add-9880-9d3e1cd6d6d6,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,1c64d6c3-3f1e-4eef-b424-2eaa9d5019be,Required,True
b31f6275-2ce5-4184-a900-29f589e59e7a,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,12b80304-57f9-4a47-85ec-3613addccf12,Required,True
